county,candidate,party,office,district,precinct,votes
Multnomah,Write-ins,DEM,U.S. Senate,,4307,4
Multnomah,Over Votes,DEM,U.S. Senate,,4307,0
Multnomah,Under Votes,DEM,U.S. Senate,,4307,60
Multnomah,Monica Wehby,REP,U.S. Senate,,4307,67
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4307,2
Multnomah,Mark Callahan,REP,U.S. Senate,,4307,13
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4307,6
Multnomah,Jason Conger,REP,U.S. Senate,,4307,65
Multnomah,Write-ins,REP,U.S. Senate,,4307,2
Multnomah,Over Votes,REP,U.S. Senate,,4307,0
Multnomah,Under Votes,REP,U.S. Senate,,4307,8
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4308,17
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4308,1381
Multnomah,William Bryk,DEM,U.S. Senate,,4308,11
Multnomah,Write-ins,DEM,U.S. Senate,,4308,9
Multnomah,Over Votes,DEM,U.S. Senate,,4308,0
Multnomah,Under Votes,DEM,U.S. Senate,,4308,65
Multnomah,Monica Wehby,REP,U.S. Senate,,4308,70
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4308,3
Multnomah,Mark Callahan,REP,U.S. Senate,,4308,1
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4308,4
Multnomah,Jason Conger,REP,U.S. Senate,,4308,42
Multnomah,Write-ins,REP,U.S. Senate,,4308,1
Multnomah,Over Votes,REP,U.S. Senate,,4308,0
Multnomah,Under Votes,REP,U.S. Senate,,4308,13
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4310,2
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4310,985
Multnomah,William Bryk,DEM,U.S. Senate,,4310,13
Multnomah,Write-ins,DEM,U.S. Senate,,4310,3
Multnomah,Over Votes,DEM,U.S. Senate,,4310,1
Multnomah,Under Votes,DEM,U.S. Senate,,4310,46
Multnomah,Monica Wehby,REP,U.S. Senate,,4310,32
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4310,3
Multnomah,Mark Callahan,REP,U.S. Senate,,4310,6
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4310,5
Multnomah,Jason Conger,REP,U.S. Senate,,4310,14
Multnomah,Write-ins,REP,U.S. Senate,,4310,0
Multnomah,Over Votes,REP,U.S. Senate,,4310,0
Multnomah,Under Votes,REP,U.S. Senate,,4310,9
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4311,9
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4311,858
Multnomah,William Bryk,DEM,U.S. Senate,,4311,7
Multnomah,Write-ins,DEM,U.S. Senate,,4311,3
Multnomah,Over Votes,DEM,U.S. Senate,,4311,0
Multnomah,Under Votes,DEM,U.S. Senate,,4311,61
Multnomah,Monica Wehby,REP,U.S. Senate,,4311,23
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4311,0
Multnomah,Mark Callahan,REP,U.S. Senate,,4311,2
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4311,4
Multnomah,Jason Conger,REP,U.S. Senate,,4311,16
Multnomah,Write-ins,REP,U.S. Senate,,4311,0
Multnomah,Over Votes,REP,U.S. Senate,,4311,0
Multnomah,Under Votes,REP,U.S. Senate,,4311,7
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4401,15
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4401,570
Multnomah,William Bryk,DEM,U.S. Senate,,4401,33
Multnomah,Write-ins,DEM,U.S. Senate,,4401,3
Multnomah,Over Votes,DEM,U.S. Senate,,4401,0
Multnomah,Under Votes,DEM,U.S. Senate,,4401,56
Multnomah,Monica Wehby,REP,U.S. Senate,,4401,66
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4401,6
Multnomah,Mark Callahan,REP,U.S. Senate,,4401,10
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4401,3
Multnomah,Jason Conger,REP,U.S. Senate,,4401,29
Multnomah,Write-ins,REP,U.S. Senate,,4401,1
Multnomah,Over Votes,REP,U.S. Senate,,4401,0
Multnomah,Under Votes,REP,U.S. Senate,,4401,11
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4402,13
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4402,789
Multnomah,William Bryk,DEM,U.S. Senate,,4402,16
Multnomah,Write-ins,DEM,U.S. Senate,,4402,10
Multnomah,Over Votes,DEM,U.S. Senate,,4402,0
Multnomah,Under Votes,DEM,U.S. Senate,,4402,61
Multnomah,Monica Wehby,REP,U.S. Senate,,4402,80
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4402,3
Multnomah,Mark Callahan,REP,U.S. Senate,,4402,11
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4402,7
Multnomah,Jason Conger,REP,U.S. Senate,,4402,63
Multnomah,Write-ins,REP,U.S. Senate,,4402,2
Multnomah,Over Votes,REP,U.S. Senate,,4402,0
Multnomah,Under Votes,REP,U.S. Senate,,4402,12
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4403,8
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4403,779
Multnomah,William Bryk,DEM,U.S. Senate,,4403,13
Multnomah,Write-ins,DEM,U.S. Senate,,4403,6
Multnomah,Over Votes,DEM,U.S. Senate,,4403,0
Multnomah,Under Votes,DEM,U.S. Senate,,4403,69
Multnomah,Monica Wehby,REP,U.S. Senate,,4403,61
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4403,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4403,16
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4403,3
Multnomah,Jason Conger,REP,U.S. Senate,,4403,51
Multnomah,Write-ins,REP,U.S. Senate,,4403,1
Multnomah,Over Votes,REP,U.S. Senate,,4403,0
Multnomah,Under Votes,REP,U.S. Senate,,4403,11
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4404,15
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4404,662
Multnomah,William Bryk,DEM,U.S. Senate,,4404,14
Multnomah,Write-ins,DEM,U.S. Senate,,4404,9
Multnomah,Over Votes,DEM,U.S. Senate,,4404,0
Multnomah,Under Votes,DEM,U.S. Senate,,4404,66
Multnomah,Monica Wehby,REP,U.S. Senate,,4404,40
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4404,5
Multnomah,Mark Callahan,REP,U.S. Senate,,4404,4
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4404,6
Multnomah,Jason Conger,REP,U.S. Senate,,4404,26
Multnomah,Write-ins,REP,U.S. Senate,,4404,2
Multnomah,Over Votes,REP,U.S. Senate,,4404,0
Multnomah,Under Votes,REP,U.S. Senate,,4404,4
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4405,19
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4405,792
Multnomah,William Bryk,DEM,U.S. Senate,,4405,19
Multnomah,Write-ins,DEM,U.S. Senate,,4405,6
Multnomah,Over Votes,DEM,U.S. Senate,,4405,0
Multnomah,Under Votes,DEM,U.S. Senate,,4405,78
Multnomah,Monica Wehby,REP,U.S. Senate,,4405,55
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4405,2
Multnomah,Mark Callahan,REP,U.S. Senate,,4405,14
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4405,7
Multnomah,Jason Conger,REP,U.S. Senate,,4405,49
Multnomah,Write-ins,REP,U.S. Senate,,4405,1
Multnomah,Over Votes,REP,U.S. Senate,,4405,1
Multnomah,Under Votes,REP,U.S. Senate,,4405,17
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4406,21
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4406,812
Multnomah,William Bryk,DEM,U.S. Senate,,4406,27
Multnomah,Write-ins,DEM,U.S. Senate,,4406,5
Multnomah,Over Votes,DEM,U.S. Senate,,4406,0
Multnomah,Under Votes,DEM,U.S. Senate,,4406,78
Multnomah,Monica Wehby,REP,U.S. Senate,,4406,75
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4406,5
Multnomah,Mark Callahan,REP,U.S. Senate,,4406,6
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4406,5
Multnomah,Jason Conger,REP,U.S. Senate,,4406,81
Multnomah,Write-ins,REP,U.S. Senate,,4406,4
Multnomah,Over Votes,REP,U.S. Senate,,4406,1
Multnomah,Under Votes,REP,U.S. Senate,,4406,24
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4407,18
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4407,667
Multnomah,William Bryk,DEM,U.S. Senate,,4407,13
Multnomah,Write-ins,DEM,U.S. Senate,,4407,5
Multnomah,Over Votes,DEM,U.S. Senate,,4407,0
Multnomah,Under Votes,DEM,U.S. Senate,,4407,41
Multnomah,Monica Wehby,REP,U.S. Senate,,4407,34
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4407,3
Multnomah,Mark Callahan,REP,U.S. Senate,,4407,3
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4407,0
Multnomah,Jason Conger,REP,U.S. Senate,,4407,27
Multnomah,Write-ins,REP,U.S. Senate,,4407,1
Multnomah,Over Votes,REP,U.S. Senate,,4407,0
Multnomah,Under Votes,REP,U.S. Senate,,4407,6
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4408,10
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4408,698
Multnomah,William Bryk,DEM,U.S. Senate,,4408,24
Multnomah,Write-ins,DEM,U.S. Senate,,4408,7
Multnomah,Over Votes,DEM,U.S. Senate,,4408,1
Multnomah,Under Votes,DEM,U.S. Senate,,4408,52
Multnomah,Monica Wehby,REP,U.S. Senate,,4408,120
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4408,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4408,5
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4408,8
Multnomah,Jason Conger,REP,U.S. Senate,,4408,55
Multnomah,Write-ins,REP,U.S. Senate,,4408,5
Multnomah,Over Votes,REP,U.S. Senate,,4408,0
Multnomah,Under Votes,REP,U.S. Senate,,4408,24
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4409,9
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4409,232
Multnomah,William Bryk,DEM,U.S. Senate,,4409,8
Multnomah,Write-ins,DEM,U.S. Senate,,4409,4
Multnomah,Over Votes,DEM,U.S. Senate,,4409,0
Multnomah,Under Votes,DEM,U.S. Senate,,4409,26
Multnomah,Monica Wehby,REP,U.S. Senate,,4409,44
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4409,0
Multnomah,Mark Callahan,REP,U.S. Senate,,4409,2
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4409,0
Multnomah,Jason Conger,REP,U.S. Senate,,4409,22
Multnomah,Write-ins,REP,U.S. Senate,,4409,1
Multnomah,Over Votes,REP,U.S. Senate,,4409,0
Multnomah,Under Votes,REP,U.S. Senate,,4409,4
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4501,12
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4501,1371
Multnomah,William Bryk,DEM,U.S. Senate,,4501,10
Multnomah,Write-ins,DEM,U.S. Senate,,4501,9
Multnomah,Over Votes,DEM,U.S. Senate,,4501,0
Multnomah,Under Votes,DEM,U.S. Senate,,4501,101
Multnomah,Monica Wehby,REP,U.S. Senate,,4501,106
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4501,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4501,7
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4501,11
Multnomah,Jason Conger,REP,U.S. Senate,,4501,75
Multnomah,Write-ins,REP,U.S. Senate,,4501,2
Multnomah,Over Votes,REP,U.S. Senate,,4501,0
Multnomah,Under Votes,REP,U.S. Senate,,4501,24
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4502,19
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4502,901
Multnomah,William Bryk,DEM,U.S. Senate,,4502,23
Multnomah,Write-ins,DEM,U.S. Senate,,4502,5
Multnomah,Over Votes,DEM,U.S. Senate,,4502,0
Multnomah,Under Votes,DEM,U.S. Senate,,4502,57
Multnomah,Monica Wehby,REP,U.S. Senate,,4502,84
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4502,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4502,17
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4502,6
Multnomah,Jason Conger,REP,U.S. Senate,,4502,66
Multnomah,Write-ins,REP,U.S. Senate,,4502,1
Multnomah,Over Votes,REP,U.S. Senate,,4502,0
Multnomah,Under Votes,REP,U.S. Senate,,4502,8
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4503,13
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4503,1209
Multnomah,William Bryk,DEM,U.S. Senate,,4503,12
Multnomah,Write-ins,DEM,U.S. Senate,,4503,3
Multnomah,Over Votes,DEM,U.S. Senate,,4503,0
Multnomah,Under Votes,DEM,U.S. Senate,,4503,66
Multnomah,Monica Wehby,REP,U.S. Senate,,4503,78
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4503,2
Multnomah,Mark Callahan,REP,U.S. Senate,,4503,8
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4503,5
Multnomah,Jason Conger,REP,U.S. Senate,,4503,50
Multnomah,Write-ins,REP,U.S. Senate,,4503,0
Multnomah,Over Votes,REP,U.S. Senate,,4503,0
Multnomah,Under Votes,REP,U.S. Senate,,4503,22
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4504,15
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4504,1612
Multnomah,William Bryk,DEM,U.S. Senate,,4504,20
Multnomah,Write-ins,DEM,U.S. Senate,,4504,3
Multnomah,Over Votes,DEM,U.S. Senate,,4504,0
Multnomah,Under Votes,DEM,U.S. Senate,,4504,74
Multnomah,Monica Wehby,REP,U.S. Senate,,4504,140
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4504,7
Multnomah,Mark Callahan,REP,U.S. Senate,,4504,12
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4504,3
Multnomah,Jason Conger,REP,U.S. Senate,,4504,81
Multnomah,Write-ins,REP,U.S. Senate,,4504,5
Multnomah,Over Votes,REP,U.S. Senate,,4504,0
Multnomah,Under Votes,REP,U.S. Senate,,4504,18
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4505,7
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4505,627
Multnomah,William Bryk,DEM,U.S. Senate,,4505,13
Multnomah,Write-ins,DEM,U.S. Senate,,4505,4
Multnomah,Over Votes,DEM,U.S. Senate,,4505,0
Multnomah,Under Votes,DEM,U.S. Senate,,4505,73
Multnomah,Monica Wehby,REP,U.S. Senate,,4505,49
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4505,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4505,5
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4505,6
Multnomah,Jason Conger,REP,U.S. Senate,,4505,59
Multnomah,Write-ins,REP,U.S. Senate,,4505,0
Multnomah,Over Votes,REP,U.S. Senate,,4505,0
Multnomah,Under Votes,REP,U.S. Senate,,4505,13
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4506,16
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4506,454
Multnomah,William Bryk,DEM,U.S. Senate,,4506,16
Multnomah,Write-ins,DEM,U.S. Senate,,4506,5
Multnomah,Over Votes,DEM,U.S. Senate,,4506,0
Multnomah,Under Votes,DEM,U.S. Senate,,4506,43
Multnomah,Monica Wehby,REP,U.S. Senate,,4506,96
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4506,5
Multnomah,Mark Callahan,REP,U.S. Senate,,4506,14
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4506,11
Multnomah,Jason Conger,REP,U.S. Senate,,4506,112
Multnomah,Write-ins,REP,U.S. Senate,,4506,0
Multnomah,Over Votes,REP,U.S. Senate,,4506,0
Multnomah,Under Votes,REP,U.S. Senate,,4506,18
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4507,13
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4507,1008
Multnomah,William Bryk,DEM,U.S. Senate,,4507,22
Multnomah,Write-ins,DEM,U.S. Senate,,4507,4
Multnomah,Over Votes,DEM,U.S. Senate,,4507,1
Multnomah,Under Votes,DEM,U.S. Senate,,4507,56
Multnomah,Monica Wehby,REP,U.S. Senate,,4507,85
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4507,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4507,7
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4507,5
Multnomah,Jason Conger,REP,U.S. Senate,,4507,61
Multnomah,Write-ins,REP,U.S. Senate,,4507,2
Multnomah,Over Votes,REP,U.S. Senate,,4507,0
Multnomah,Under Votes,REP,U.S. Senate,,4507,16
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4508,11
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4508,623
Multnomah,William Bryk,DEM,U.S. Senate,,4508,20
Multnomah,Write-ins,DEM,U.S. Senate,,4508,9
Multnomah,Over Votes,DEM,U.S. Senate,,4508,0
Multnomah,Under Votes,DEM,U.S. Senate,,4508,38
Multnomah,Monica Wehby,REP,U.S. Senate,,4508,69
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4508,2
Multnomah,Mark Callahan,REP,U.S. Senate,,4508,5
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4508,12
Multnomah,Jason Conger,REP,U.S. Senate,,4508,71
Multnomah,Write-ins,REP,U.S. Senate,,4508,3
Multnomah,Over Votes,REP,U.S. Senate,,4508,0
Multnomah,Under Votes,REP,U.S. Senate,,4508,9
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4509,14
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4509,278
Multnomah,William Bryk,DEM,U.S. Senate,,4509,21
Multnomah,Write-ins,DEM,U.S. Senate,,4509,7
Multnomah,Over Votes,DEM,U.S. Senate,,4509,0
Multnomah,Under Votes,DEM,U.S. Senate,,4509,40
Multnomah,Monica Wehby,REP,U.S. Senate,,4509,74
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4509,10
Multnomah,Mark Callahan,REP,U.S. Senate,,4509,11
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4509,5
Multnomah,Jason Conger,REP,U.S. Senate,,4509,108
Multnomah,Write-ins,REP,U.S. Senate,,4509,2
Multnomah,Over Votes,REP,U.S. Senate,,4509,0
Multnomah,Under Votes,REP,U.S. Senate,,4509,17
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4510,16
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4510,326
Multnomah,William Bryk,DEM,U.S. Senate,,4510,13
Multnomah,Write-ins,DEM,U.S. Senate,,4510,0
Multnomah,Over Votes,DEM,U.S. Senate,,4510,0
Multnomah,Under Votes,DEM,U.S. Senate,,4510,36
Multnomah,Monica Wehby,REP,U.S. Senate,,4510,106
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4510,3
Multnomah,Mark Callahan,REP,U.S. Senate,,4510,9
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4510,3
Multnomah,Jason Conger,REP,U.S. Senate,,4510,121
Multnomah,Write-ins,REP,U.S. Senate,,4510,1
Multnomah,Over Votes,REP,U.S. Senate,,4510,0
Multnomah,Under Votes,REP,U.S. Senate,,4510,11
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4511,10
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4511,257
Multnomah,William Bryk,DEM,U.S. Senate,,4511,12
Multnomah,Write-ins,DEM,U.S. Senate,,4511,8
Multnomah,Over Votes,DEM,U.S. Senate,,4511,0
Multnomah,Under Votes,DEM,U.S. Senate,,4511,27
Multnomah,Monica Wehby,REP,U.S. Senate,,4511,54
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4511,3
Multnomah,Mark Callahan,REP,U.S. Senate,,4511,13
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4511,1
Multnomah,Jason Conger,REP,U.S. Senate,,4511,59
Multnomah,Write-ins,REP,U.S. Senate,,4511,2
Multnomah,Over Votes,REP,U.S. Senate,,4511,0
Multnomah,Under Votes,REP,U.S. Senate,,4511,11
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4512,2
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4512,102
Multnomah,William Bryk,DEM,U.S. Senate,,4512,2
Multnomah,Write-ins,DEM,U.S. Senate,,4512,0
Multnomah,Over Votes,DEM,U.S. Senate,,4512,0
Multnomah,Under Votes,DEM,U.S. Senate,,4512,4
Multnomah,Monica Wehby,REP,U.S. Senate,,4512,33
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4512,1
Multnomah,Mark Callahan,REP,U.S. Senate,,4512,2
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4512,0
Multnomah,Jason Conger,REP,U.S. Senate,,4512,15
Multnomah,Write-ins,REP,U.S. Senate,,4512,0
Multnomah,Over Votes,REP,U.S. Senate,,4512,0
Multnomah,Under Votes,REP,U.S. Senate,,4512,2
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4601,18
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4601,1071
Multnomah,William Bryk,DEM,U.S. Senate,,4601,15
Multnomah,Write-ins,DEM,U.S. Senate,,4601,3
Multnomah,Over Votes,DEM,U.S. Senate,,4601,0
Multnomah,Under Votes,DEM,U.S. Senate,,4601,62
Multnomah,Monica Wehby,REP,U.S. Senate,,4601,95
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4601,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4601,13
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4601,4
Multnomah,Jason Conger,REP,U.S. Senate,,4601,67
Multnomah,Write-ins,REP,U.S. Senate,,4601,3
Multnomah,Over Votes,REP,U.S. Senate,,4601,0
Multnomah,Under Votes,REP,U.S. Senate,,4601,4
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4602,9
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4602,1141
Multnomah,William Bryk,DEM,U.S. Senate,,4602,13
Multnomah,Write-ins,DEM,U.S. Senate,,4602,7
Multnomah,Over Votes,DEM,U.S. Senate,,4602,0
Multnomah,Under Votes,DEM,U.S. Senate,,4602,57
Multnomah,Monica Wehby,REP,U.S. Senate,,4602,107
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4602,4
Multnomah,Mark Callahan,REP,U.S. Senate,,4602,7
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4602,11
Multnomah,Jason Conger,REP,U.S. Senate,,4602,64
Multnomah,Write-ins,REP,U.S. Senate,,4602,0
Multnomah,Over Votes,REP,U.S. Senate,,4602,0
Multnomah,Under Votes,REP,U.S. Senate,,4602,11
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4603,5
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4603,1401
Multnomah,William Bryk,DEM,U.S. Senate,,4603,24
Multnomah,Write-ins,DEM,U.S. Senate,,4603,6
Multnomah,Over Votes,DEM,U.S. Senate,,4603,0
Multnomah,Under Votes,DEM,U.S. Senate,,4603,86
Multnomah,Monica Wehby,REP,U.S. Senate,,4603,119
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4603,9
Multnomah,Mark Callahan,REP,U.S. Senate,,4603,4
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4603,3
Multnomah,Jason Conger,REP,U.S. Senate,,4603,80
Multnomah,Write-ins,REP,U.S. Senate,,4603,3
Multnomah,Over Votes,REP,U.S. Senate,,4603,0
Multnomah,Under Votes,REP,U.S. Senate,,4603,20
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4604,15
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4604,480
Multnomah,William Bryk,DEM,U.S. Senate,,4604,16
Multnomah,Write-ins,DEM,U.S. Senate,,4604,6
Multnomah,Over Votes,DEM,U.S. Senate,,4604,0
Multnomah,Under Votes,DEM,U.S. Senate,,4604,51
Multnomah,Monica Wehby,REP,U.S. Senate,,4604,76
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4604,5
Multnomah,Mark Callahan,REP,U.S. Senate,,4604,18
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4604,7
Multnomah,Jason Conger,REP,U.S. Senate,,4604,95
Multnomah,Write-ins,REP,U.S. Senate,,4604,2
Multnomah,Over Votes,REP,U.S. Senate,,4604,0
Multnomah,Under Votes,REP,U.S. Senate,,4604,13
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4605,8
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4605,903
Multnomah,William Bryk,DEM,U.S. Senate,,4605,26
Multnomah,Write-ins,DEM,U.S. Senate,,4605,3
Multnomah,Over Votes,DEM,U.S. Senate,,4605,0
Multnomah,Under Votes,DEM,U.S. Senate,,4605,71
Multnomah,Monica Wehby,REP,U.S. Senate,,4605,93
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4605,6
Multnomah,Mark Callahan,REP,U.S. Senate,,4605,18
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4605,8
Multnomah,Jason Conger,REP,U.S. Senate,,4605,75
Multnomah,Write-ins,REP,U.S. Senate,,4605,4
Multnomah,Over Votes,REP,U.S. Senate,,4605,0
Multnomah,Under Votes,REP,U.S. Senate,,4605,20
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4606,12
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4606,679
Multnomah,William Bryk,DEM,U.S. Senate,,4606,21
Multnomah,Write-ins,DEM,U.S. Senate,,4606,12
Multnomah,Over Votes,DEM,U.S. Senate,,4606,0
Multnomah,Under Votes,DEM,U.S. Senate,,4606,59
Multnomah,Monica Wehby,REP,U.S. Senate,,4606,73
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4606,6
Multnomah,Mark Callahan,REP,U.S. Senate,,4606,6
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4606,8
Multnomah,Jason Conger,REP,U.S. Senate,,4606,45
Multnomah,Write-ins,REP,U.S. Senate,,4606,0
Multnomah,Over Votes,REP,U.S. Senate,,4606,0
Multnomah,Under Votes,REP,U.S. Senate,,4606,7
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4607,6
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4607,433
Multnomah,William Bryk,DEM,U.S. Senate,,4607,15
Multnomah,Write-ins,DEM,U.S. Senate,,4607,4
Multnomah,Over Votes,DEM,U.S. Senate,,4607,0
Multnomah,Under Votes,DEM,U.S. Senate,,4607,52
Multnomah,Monica Wehby,REP,U.S. Senate,,4607,126
Multnomah,Jo Rae Perkins,REP,U.S. Senate,,4607,12
Multnomah,Mark Callahan,REP,U.S. Senate,,4607,16
Multnomah,Timothy I Crawley,REP,U.S. Senate,,4607,7
Multnomah,Jason Conger,REP,U.S. Senate,,4607,134
Multnomah,Write-ins,REP,U.S. Senate,,4607,0
Multnomah,Over Votes,REP,U.S. Senate,,4607,0
Multnomah,Under Votes,REP,U.S. Senate,,4607,25
Multnomah,Pavel Goberman,DEM,U.S. Senate,,4608,7
Multnomah,Jeff Merkley,DEM,U.S. Senate,,4608,260
Multnomah,William Bryk,DEM,U.S. Senate,,4608,11
Multnomah,Write-ins,DEM,U.S. Senate,,4608,3
Multnomah,Over Votes,DEM,U.S. Senate,,4608,0
Multnomah,Under Votes,DEM,U.S. Senate,,4608,21
Multnomah,Monica Wehby,REP,U.S. Senate,,4608,36
