county,precinct,office,district,candidate,party,votes,,
Lincoln,27 Fruitvale,Secretary of State,,Nathalie Paravicini,PGP,20,,
Lincoln,27 Fruitvale,Secretary of State,,Kyle Markley,LBT,20,,
Lincoln,27 Fruitvale,Secretary of State,,Kim Thatcher,REP,444,,
Lincoln,27 Fruitvale,Secretary of State,,Shemia Fagan,DEM,260,,
Lincoln,27 Fruitvale,Secretary of State,,Write-In,,0,,
Lincoln,27 Fruitvale,Secretary of State,,Overvotes,,1,,
Lincoln,27 Fruitvale,Secretary of State,,Undervotes,,45,,
Lincoln,27 Fruitvale,State Treasurer,,Michael P. Marsh,CON,15,,
Lincoln,27 Fruitvale,State Treasurer,,Tobias Read,DEM,272,,
Lincoln,27 Fruitvale,State Treasurer,,Chris Henry,IND,35,,
Lincoln,27 Fruitvale,State Treasurer,,Jeff Gudman,REP,414,,
Lincoln,27 Fruitvale,State Treasurer,,Write-In,,1,,
Lincoln,27 Fruitvale,State Treasurer,,Overvotes,,1,,
Lincoln,27 Fruitvale,State Treasurer,,Undervotes,,52,,
Lincoln,27 Fruitvale,Attorney General,,Ellen Rosenblum,DEM,277,,
Lincoln,27 Fruitvale,Attorney General,,Lars D.H. Hedbor,LBT,22,,
Lincoln,27 Fruitvale,Attorney General,,Michael Cross,REP,444,,
Lincoln,27 Fruitvale,Attorney General,,Write-In,,2,,
Lincoln,27 Fruitvale,Attorney General,,Overvotes,,1,,
Lincoln,27 Fruitvale,Attorney General,,Undervotes,,44,,
Lincoln,27 Fruitvale,State Senate,5,Dick Anderson,REP,454,,
Lincoln,27 Fruitvale,State Senate,5,Shauleen Higgins,PGP,32,,
Lincoln,27 Fruitvale,State Senate,5,Melissa T. Cribbins,DEM,257,,
Lincoln,27 Fruitvale,State Senate,5,Write-In,,0,,
Lincoln,27 Fruitvale,State Senate,5,Overvotes,,1,,
Lincoln,27 Fruitvale,State Senate,5,Undervotes,,46,,
Lincoln,27 Fruitvale,State House,9,Cal Mukumoto,DEM,,,
Lincoln,27 Fruitvale,State House,9,Boomer Wright,REP,,,
Lincoln,27 Fruitvale,State House,9,Write-In,,,,
Lincoln,27 Fruitvale,State House,9,Overvotes,,,,
Lincoln,27 Fruitvale,State House,9,Undervotes,,,,
Lincoln,27 Fruitvale,State House,10,David Gomberg,DEM,287,,
Lincoln,27 Fruitvale,State House,10,Max Sherman,REP,447,,
Lincoln,27 Fruitvale,State House,10,Write-In,,2,,
Lincoln,27 Fruitvale,State House,10,Overvotes,,1,,
Lincoln,27 Fruitvale,State House,10,Undervotes,,53,,
Lincoln,28 Eddyville,Registered Voters,,,,465,,
Lincoln,28 Eddyville,Ballots Cast,,,,396,,
Lincoln,28 Eddyville,Ballots Cast Blank,,,,0,,
Lincoln,28 Eddyville,President,,Donald J. Trump / Michael R. Pence,REP,220,,
Lincoln,28 Eddyville,President,,Joseph R. Biden / Kamala D. Harris,DEM,157,,
Lincoln,28 Eddyville,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,11,,
Lincoln,28 Eddyville,President,,Howie Hawkins / Angela Walker,PGP,1,,
Lincoln,28 Eddyville,President,,Dario Hunter / Dawn Neptune Adams,PRO,0,,
Lincoln,28 Eddyville,President,,Write-In,,5,,
Lincoln,28 Eddyville,President,,Overvotes,,0,,
Lincoln,28 Eddyville,President,,Undervotes,,2,,
Lincoln,28 Eddyville,U.S. Senate,,Jo Rae Perkins,REP,194,,
Lincoln,28 Eddyville,U.S. Senate,,Jeff Merkley,DEM,175,,
Lincoln,28 Eddyville,U.S. Senate,,Ibrahim A. Taher,PGP,3,,
Lincoln,28 Eddyville,U.S. Senate,,Gary Dye,LBT,9,,
Lincoln,28 Eddyville,U.S. Senate,,Write-In,,1,,
Lincoln,28 Eddyville,U.S. Senate,,Overvotes,,0,,
Lincoln,28 Eddyville,U.S. Senate,,Undervotes,,14,,
Lincoln,28 Eddyville,U.S House,5,Matthew James Rix,LBT,15,,
Lincoln,28 Eddyville,U.S House,5,Amy Ryan Courser,REP,196,,
Lincoln,28 Eddyville,U.S House,5,Kurt Schrader,DEM,164,,
Lincoln,28 Eddyville,U.S House,5,Write-In,,1,,
Lincoln,28 Eddyville,U.S House,5,Overvotes,,0,,
Lincoln,28 Eddyville,U.S House,5,Undervotes,,20,,
Lincoln,28 Eddyville,Secretary of State,,Nathalie Paravicini,PGP,14,,
Lincoln,28 Eddyville,Secretary of State,,Kyle Markley,LBT,10,,
Lincoln,28 Eddyville,Secretary of State,,Kim Thatcher,REP,200,,
Lincoln,28 Eddyville,Secretary of State,,Shemia Fagan,DEM,150,,
Lincoln,28 Eddyville,Secretary of State,,Write-In,,0,,
Lincoln,28 Eddyville,Secretary of State,,Overvotes,,0,,
Lincoln,28 Eddyville,Secretary of State,,Undervotes,,22,,
Lincoln,28 Eddyville,State Treasurer,,Michael P. Marsh,CON,10,,
Lincoln,28 Eddyville,State Treasurer,,Tobias Read,DEM,158,,
Lincoln,28 Eddyville,State Treasurer,,Chris Henry,IND,19,,
Lincoln,28 Eddyville,State Treasurer,,Jeff Gudman,REP,187,,
Lincoln,28 Eddyville,State Treasurer,,Write-In,,0,,
Lincoln,28 Eddyville,State Treasurer,,Overvotes,,0,,
Lincoln,28 Eddyville,State Treasurer,,Undervotes,,22,,
Lincoln,28 Eddyville,Attorney General,,Ellen Rosenblum,DEM,165,,
Lincoln,28 Eddyville,Attorney General,,Lars D.H. Hedbor,LBT,7,,
Lincoln,28 Eddyville,Attorney General,,Michael Cross,REP,198,,
Lincoln,28 Eddyville,Attorney General,,Write-In,,3,,
Lincoln,28 Eddyville,Attorney General,,Overvotes,,0,,
Lincoln,28 Eddyville,Attorney General,,Undervotes,,23,,
Lincoln,28 Eddyville,State Senate,5,Dick Anderson,REP,203,,
Lincoln,28 Eddyville,State Senate,5,Shauleen Higgins,PGP,18,,
Lincoln,28 Eddyville,State Senate,5,Melissa T. Cribbins,DEM,152,,
Lincoln,28 Eddyville,State Senate,5,Write-In,,0,,
Lincoln,28 Eddyville,State Senate,5,Overvotes,,0,,
Lincoln,28 Eddyville,State Senate,5,Undervotes,,23,,
Lincoln,28 Eddyville,State House,9,Cal Mukumoto,DEM,,,
Lincoln,28 Eddyville,State House,9,Boomer Wright,REP,,,
Lincoln,28 Eddyville,State House,9,Write-In,,,,
Lincoln,28 Eddyville,State House,9,Overvotes,,,,
Lincoln,28 Eddyville,State House,9,Undervotes,,,,
Lincoln,28 Eddyville,State House,10,David Gomberg,DEM,156,,
Lincoln,28 Eddyville,State House,10,Max Sherman,REP,206,,
Lincoln,28 Eddyville,State House,10,Write-In,,0,,
Lincoln,28 Eddyville,State House,10,Overvotes,,0,,
Lincoln,28 Eddyville,State House,10,Undervotes,,34,,
Lincoln,29 Siletz,Registered Voters,,,,1877,,
Lincoln,29 Siletz,Ballots Cast,,,,1371,,
Lincoln,29 Siletz,Ballots Cast Blank,,,,1,,
Lincoln,29 Siletz,President,,Donald J. Trump / Michael R. Pence,REP,679,,
Lincoln,29 Siletz,President,,Joseph R. Biden / Kamala D. Harris,DEM,632,,
Lincoln,29 Siletz,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,20,,
Lincoln,29 Siletz,President,,Howie Hawkins / Angela Walker,PGP,18,,
Lincoln,29 Siletz,President,,Dario Hunter / Dawn Neptune Adams,PRO,3,,
Lincoln,29 Siletz,President,,Write-In,,4,,
Lincoln,29 Siletz,President,,Overvotes,,0,,
Lincoln,29 Siletz,President,,Undervotes,,15,,
Lincoln,29 Siletz,U.S. Senate,,Jo Rae Perkins,REP,604,,
Lincoln,29 Siletz,U.S. Senate,,Jeff Merkley,DEM,678,,
Lincoln,29 Siletz,U.S. Senate,,Ibrahim A. Taher,PGP,24,,
Lincoln,29 Siletz,U.S. Senate,,Gary Dye,LBT,24,,
Lincoln,29 Siletz,U.S. Senate,,Write-In,,0,,
Lincoln,29 Siletz,U.S. Senate,,Overvotes,,0,,
Lincoln,29 Siletz,U.S. Senate,,Undervotes,,41,,
Lincoln,29 Siletz,U.S House,5,Matthew James Rix,LBT,39,,
Lincoln,29 Siletz,U.S House,5,Amy Ryan Courser,REP,628,,
Lincoln,29 Siletz,U.S House,5,Kurt Schrader,DEM,650,,
Lincoln,29 Siletz,U.S House,5,Write-In,,0,,
Lincoln,29 Siletz,U.S House,5,Overvotes,,0,,
Lincoln,29 Siletz,U.S House,5,Undervotes,,54,,
Lincoln,29 Siletz,Secretary of State,,Nathalie Paravicini,PGP,46,,
Lincoln,29 Siletz,Secretary of State,,Kyle Markley,LBT,46,,
Lincoln,29 Siletz,Secretary of State,,Kim Thatcher,REP,663,,
Lincoln,29 Siletz,Secretary of State,,Shemia Fagan,DEM,567,,
Lincoln,29 Siletz,Secretary of State,,Write-In,,0,,
Lincoln,29 Siletz,Secretary of State,,Overvotes,,0,,
Lincoln,29 Siletz,Secretary of State,,Undervotes,,49,,
Lincoln,29 Siletz,State Treasurer,,Michael P. Marsh,CON,41,,
Lincoln,29 Siletz,State Treasurer,,Tobias Read,DEM,581,,
Lincoln,29 Siletz,State Treasurer,,Chris Henry,IND,75,,
Lincoln,29 Siletz,State Treasurer,,Jeff Gudman,REP,614,,
Lincoln,29 Siletz,State Treasurer,,Write-In,,0,,
Lincoln,29 Siletz,State Treasurer,,Overvotes,,0,,
Lincoln,29 Siletz,State Treasurer,,Undervotes,,60,,
Lincoln,29 Siletz,Attorney General,,Ellen Rosenblum,DEM,628,,
Lincoln,29 Siletz,Attorney General,,Lars D.H. Hedbor,LBT,34,,
Lincoln,29 Siletz,Attorney General,,Michael Cross,REP,637,,
Lincoln,29 Siletz,Attorney General,,Write-In,,2,,
Lincoln,29 Siletz,Attorney General,,Overvotes,,0,,
Lincoln,29 Siletz,Attorney General,,Undervotes,,70,,
Lincoln,29 Siletz,State Senate,5,Dick Anderson,REP,668,,
Lincoln,29 Siletz,State Senate,5,Shauleen Higgins,PGP,62,,
Lincoln,29 Siletz,State Senate,5,Melissa T. Cribbins,DEM,579,,
Lincoln,29 Siletz,State Senate,5,Write-In,,0,,
Lincoln,29 Siletz,State Senate,5,Overvotes,,0,,
Lincoln,29 Siletz,State Senate,5,Undervotes,,62,,
Lincoln,29 Siletz,State House,9,Cal Mukumoto,DEM,,,
Lincoln,29 Siletz,State House,9,Boomer Wright,REP,,,
Lincoln,29 Siletz,State House,9,Write-In,,,,
Lincoln,29 Siletz,State House,9,Overvotes,,,,
Lincoln,29 Siletz,State House,9,Undervotes,,,,
Lincoln,29 Siletz,State House,10,David Gomberg,DEM,627,,
Lincoln,29 Siletz,State House,10,Max Sherman,REP,659,,
Lincoln,29 Siletz,State House,10,Write-In,,0,,
Lincoln,29 Siletz,State House,10,Overvotes,,1,,
Lincoln,29 Siletz,State House,10,Undervotes,,84,,
Lincoln,30 Rock Creek,Registered Voters,,,,316,,
Lincoln,30 Rock Creek,Ballots Cast,,,,240,,
Lincoln,30 Rock Creek,Ballots Cast Blank,,,,0,,
Lincoln,30 Rock Creek,President,,Donald J. Trump / Michael R. Pence,REP,114,,
Lincoln,30 Rock Creek,President,,Joseph R. Biden / Kamala D. Harris,DEM,119,,
Lincoln,30 Rock Creek,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,4,,
Lincoln,30 Rock Creek,President,,Howie Hawkins / Angela Walker,PGP,2,,
Lincoln,30 Rock Creek,President,,Dario Hunter / Dawn Neptune Adams,PRO,0,,
Lincoln,30 Rock Creek,President,,Write-In,,0,,
Lincoln,30 Rock Creek,President,,Overvotes,,0,,
Lincoln,30 Rock Creek,President,,Undervotes,,1,,
Lincoln,30 Rock Creek,U.S. Senate,,Jo Rae Perkins,REP,95,,
Lincoln,30 Rock Creek,U.S. Senate,,Jeff Merkley,DEM,128,,
Lincoln,30 Rock Creek,U.S. Senate,,Ibrahim A. Taher,PGP,3,,
Lincoln,30 Rock Creek,U.S. Senate,,Gary Dye,LBT,5,,
Lincoln,30 Rock Creek,U.S. Senate,,Write-In,,1,,
Lincoln,30 Rock Creek,U.S. Senate,,Overvotes,,0,,
Lincoln,30 Rock Creek,U.S. Senate,,Undervotes,,8,,
Lincoln,30 Rock Creek,U.S House,5,Matthew James Rix,LBT,9,,
Lincoln,30 Rock Creek,U.S House,5,Amy Ryan Courser,REP,102,,
Lincoln,30 Rock Creek,U.S House,5,Kurt Schrader,DEM,118,,
Lincoln,30 Rock Creek,U.S House,5,Write-In,,0,,
Lincoln,30 Rock Creek,U.S House,5,Overvotes,,0,,
Lincoln,30 Rock Creek,U.S House,5,Undervotes,,11,,
Lincoln,30 Rock Creek,Secretary of State,,Nathalie Paravicini,PGP,10,,
Lincoln,30 Rock Creek,Secretary of State,,Kyle Markley,LBT,5,,
Lincoln,30 Rock Creek,Secretary of State,,Kim Thatcher,REP,95,,
Lincoln,30 Rock Creek,Secretary of State,,Shemia Fagan,DEM,117,,
Lincoln,30 Rock Creek,Secretary of State,,Write-In,,0,,
Lincoln,30 Rock Creek,Secretary of State,,Overvotes,,0,,
Lincoln,30 Rock Creek,Secretary of State,,Undervotes,,13,,
Lincoln,30 Rock Creek,State Treasurer,,Michael P. Marsh,CON,4,,
Lincoln,30 Rock Creek,State Treasurer,,Tobias Read,DEM,114,,
Lincoln,30 Rock Creek,State Treasurer,,Chris Henry,IND,14,,
Lincoln,30 Rock Creek,State Treasurer,,Jeff Gudman,REP,93,,
Lincoln,30 Rock Creek,State Treasurer,,Write-In,,0,,
Lincoln,30 Rock Creek,State Treasurer,,Overvotes,,0,,
Lincoln,30 Rock Creek,State Treasurer,,Undervotes,,15,,
Lincoln,30 Rock Creek,Attorney General,,Ellen Rosenblum,DEM,125,,
Lincoln,30 Rock Creek,Attorney General,,Lars D.H. Hedbor,LBT,5,,
Lincoln,30 Rock Creek,Attorney General,,Michael Cross,REP,92,,
Lincoln,30 Rock Creek,Attorney General,,Write-In,,1,,
Lincoln,30 Rock Creek,Attorney General,,Overvotes,,0,,
Lincoln,30 Rock Creek,Attorney General,,Undervotes,,17,,
Lincoln,30 Rock Creek,State Senate,5,Dick Anderson,REP,103,,
Lincoln,30 Rock Creek,State Senate,5,Shauleen Higgins,PGP,10,,
Lincoln,30 Rock Creek,State Senate,5,Melissa T. Cribbins,DEM,116,,
Lincoln,30 Rock Creek,State Senate,5,Write-In,,0,,
Lincoln,30 Rock Creek,State Senate,5,Overvotes,,0,,
Lincoln,30 Rock Creek,State Senate,5,Undervotes,,11,,
Lincoln,30 Rock Creek,State House,9,Cal Mukumoto,DEM,,,
Lincoln,30 Rock Creek,State House,9,Boomer Wright,REP,,,
Lincoln,30 Rock Creek,State House,9,Write-In,,,,
Lincoln,30 Rock Creek,State House,9,Overvotes,,,,
Lincoln,30 Rock Creek,State House,9,Undervotes,,,,
Lincoln,30 Rock Creek,State House,10,David Gomberg,DEM,119,,
Lincoln,30 Rock Creek,State House,10,Max Sherman,REP,103,,
Lincoln,30 Rock Creek,State House,10,Write-In,,0,,
Lincoln,30 Rock Creek,State House,10,Overvotes,,0,,
Lincoln,30 Rock Creek,State House,10,Undervotes,,18,,
Lincoln,31 East Toledo,Registered Voters,,,,1603,,
Lincoln,31 East Toledo,Ballots Cast,,,,1232,,
Lincoln,31 East Toledo,Ballots Cast Blank,,,,0,,
Lincoln,31 East Toledo,President,,Donald J. Trump / Michael R. Pence,REP,636,,
Lincoln,31 East Toledo,President,,Joseph R. Biden / Kamala D. Harris,DEM,551,,
Lincoln,31 East Toledo,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,26,,
Lincoln,31 East Toledo,President,,Howie Hawkins / Angela Walker,PGP,7,,
Lincoln,31 East Toledo,President,,Dario Hunter / Dawn Neptune Adams,PRO,3,,
Lincoln,31 East Toledo,President,,Write-In,,2,,
Lincoln,31 East Toledo,President,,Overvotes,,1,,
Lincoln,31 East Toledo,President,,Undervotes,,6,,
Lincoln,31 East Toledo,U.S. Senate,,Jo Rae Perkins,REP,588,,
Lincoln,31 East Toledo,U.S. Senate,,Jeff Merkley,DEM,577,,
Lincoln,31 East Toledo,U.S. Senate,,Ibrahim A. Taher,PGP,17,,
Lincoln,31 East Toledo,U.S. Senate,,Gary Dye,LBT,19,,
Lincoln,31 East Toledo,U.S. Senate,,Write-In,,1,,
Lincoln,31 East Toledo,U.S. Senate,,Overvotes,,0,,
Lincoln,31 East Toledo,U.S. Senate,,Undervotes,,30,,
Lincoln,31 East Toledo,U.S House,5,Matthew James Rix,LBT,29,,
Lincoln,31 East Toledo,U.S House,5,Amy Ryan Courser,REP,619,,
Lincoln,31 East Toledo,U.S House,5,Kurt Schrader,DEM,545,,
Lincoln,31 East Toledo,U.S House,5,Write-In,,1,,
Lincoln,31 East Toledo,U.S House,5,Overvotes,,0,,
Lincoln,31 East Toledo,U.S House,5,Undervotes,,38,,
Lincoln,31 East Toledo,Secretary of State,,Nathalie Paravicini,PGP,35,,
Lincoln,31 East Toledo,Secretary of State,,Kyle Markley,LBT,40,,
Lincoln,31 East Toledo,Secretary of State,,Kim Thatcher,REP,642,,
Lincoln,31 East Toledo,Secretary of State,,Shemia Fagan,DEM,465,,
Lincoln,31 East Toledo,Secretary of State,,Write-In,,1,,
Lincoln,31 East Toledo,Secretary of State,,Overvotes,,0,,
Lincoln,31 East Toledo,Secretary of State,,Undervotes,,49,,
Lincoln,31 East Toledo,State Treasurer,,Michael P. Marsh,CON,25,,
Lincoln,31 East Toledo,State Treasurer,,Tobias Read,DEM,504,,
Lincoln,31 East Toledo,State Treasurer,,Chris Henry,IND,48,,
Lincoln,31 East Toledo,State Treasurer,,Jeff Gudman,REP,599,,
Lincoln,31 East Toledo,State Treasurer,,Write-In,,1,,
Lincoln,31 East Toledo,State Treasurer,,Overvotes,,0,,
Lincoln,31 East Toledo,State Treasurer,,Undervotes,,55,,
Lincoln,31 East Toledo,Attorney General,,Ellen Rosenblum,DEM,537,,
Lincoln,31 East Toledo,Attorney General,,Lars D.H. Hedbor,LBT,24,,
Lincoln,31 East Toledo,Attorney General,,Michael Cross,REP,617,,
Lincoln,31 East Toledo,Attorney General,,Write-In,,2,,
Lincoln,31 East Toledo,Attorney General,,Overvotes,,0,,
Lincoln,31 East Toledo,Attorney General,,Undervotes,,52,,
Lincoln,31 East Toledo,State Senate,5,Dick Anderson,REP,623,,
Lincoln,31 East Toledo,State Senate,5,Shauleen Higgins,PGP,52,,
Lincoln,31 East Toledo,State Senate,5,Melissa T. Cribbins,DEM,507,,
Lincoln,31 East Toledo,State Senate,5,Write-In,,1,,
Lincoln,31 East Toledo,State Senate,5,Overvotes,,0,,
Lincoln,31 East Toledo,State Senate,5,Undervotes,,49,,
Lincoln,31 East Toledo,State House,9,Cal Mukumoto,DEM,,,
Lincoln,31 East Toledo,State House,9,Boomer Wright,REP,,,
Lincoln,31 East Toledo,State House,9,Write-In,,,,
Lincoln,31 East Toledo,State House,9,Overvotes,,,,
Lincoln,31 East Toledo,State House,9,Undervotes,,,,
Lincoln,31 East Toledo,State House,10,David Gomberg,DEM,535,,
Lincoln,31 East Toledo,State House,10,Max Sherman,REP,638,,
Lincoln,31 East Toledo,State House,10,Write-In,,4,,
Lincoln,31 East Toledo,State House,10,Overvotes,,0,,
Lincoln,31 East Toledo,State House,10,Undervotes,,55,,
Lincoln,32 South Toledo,Registered Voters,,,,1528,,
Lincoln,32 South Toledo,Ballots Cast,,,,1158,,
Lincoln,32 South Toledo,Ballots Cast Blank,,,,0,,
Lincoln,32 South Toledo,President,,Donald J. Trump / Michael R. Pence,REP,592,,
Lincoln,32 South Toledo,President,,Joseph R. Biden / Kamala D. Harris,DEM,500,,
Lincoln,32 South Toledo,President,,Jo Jorgensen / Jeremy (Spike) Cohen,LBT,26,,
Lincoln,32 South Toledo,President,,Howie Hawkins / Angela Walker,PGP,22,,
Lincoln,32 South Toledo,President,,Dario Hunter / Dawn Neptune Adams,PRO,3,,
Lincoln,32 South Toledo,President,,Write-In,,4,,
Lincoln,32 South Toledo,President,,Overvotes,,0,,
Lincoln,32 South Toledo,President,,Undervotes,,11,,
Lincoln,32 South Toledo,U.S. Senate,,Jo Rae Perkins,REP,533,,
Lincoln,32 South Toledo,U.S. Senate,,Jeff Merkley,DEM,519,,
Lincoln,32 South Toledo,U.S. Senate,,Ibrahim A. Taher,PGP,35,,
Lincoln,32 South Toledo,U.S. Senate,,Gary Dye,LBT,34,,
Lincoln,32 South Toledo,U.S. Senate,,Write-In,,0,,
Lincoln,32 South Toledo,U.S. Senate,,Overvotes,,0,,
Lincoln,32 South Toledo,U.S. Senate,,Undervotes,,37,,
Lincoln,32 South Toledo,U.S House,5,Matthew James Rix,LBT,50,,
Lincoln,32 South Toledo,U.S House,5,Amy Ryan Courser,REP,571,,
Lincoln,32 South Toledo,U.S House,5,Kurt Schrader,DEM,478,,
Lincoln,32 South Toledo,U.S House,5,Write-In,,3,,
Lincoln,32 South Toledo,U.S House,5,Overvotes,,0,,
Lincoln,32 South Toledo,U.S House,5,Undervotes,,56,,
Lincoln,32 South Toledo,Secretary of State,,Nathalie Paravicini,PGP,48,,
Lincoln,32 South Toledo,Secretary of State,,Kyle Markley,LBT,35,,
Lincoln,32 South Toledo,Secretary of State,,Kim Thatcher,REP,583,,
Lincoln,32 South Toledo,Secretary of State,,Shemia Fagan,DEM,436,,
Lincoln,32 South Toledo,Secretary of State,,Write-In,,0,,
Lincoln,32 South Toledo,Secretary of State,,Overvotes,,0,,
Lincoln,32 South Toledo,Secretary of State,,Undervotes,,56,,
Lincoln,32 South Toledo,State Treasurer,,Michael P. Marsh,CON,32,,
Lincoln,32 South Toledo,State Treasurer,,Tobias Read,DEM,431,,
Lincoln,32 South Toledo,State Treasurer,,Chris Henry,IND,98,,
Lincoln,32 South Toledo,State Treasurer,,Jeff Gudman,REP,531,,
Lincoln,32 South Toledo,State Treasurer,,Write-In,,1,,
Lincoln,32 South Toledo,State Treasurer,,Overvotes,,0,,
Lincoln,32 South Toledo,State Treasurer,,Undervotes,,65,,
Lincoln,32 South Toledo,Attorney General,,Ellen Rosenblum,DEM,501,,
Lincoln,32 South Toledo,Attorney General,,Lars D.H. Hedbor,LBT,46,,
Lincoln,32 South Toledo,Attorney General,,Michael Cross,REP,535,,
Lincoln,32 South Toledo,Attorney General,,Write-In,,7,,
Lincoln,32 South Toledo,Attorney General,,Overvotes,,1,,
Lincoln,32 South Toledo,Attorney General,,Undervotes,,68,,
Lincoln,32 South Toledo,State Senate,5,Dick Anderson,REP,555,,
Lincoln,32 South Toledo,State Senate,5,Shauleen Higgins,PGP,74,,
Lincoln,32 South Toledo,State Senate,5,Melissa T. Cribbins,DEM,470,,
Lincoln,32 South Toledo,State Senate,5,Write-In,,0,,
Lincoln,32 South Toledo,State Senate,5,Overvotes,,0,,
Lincoln,32 South Toledo,State Senate,5,Undervotes,,59,,
Lincoln,32 South Toledo,State House,9,Cal Mukumoto,DEM,,,
Lincoln,32 South Toledo,State House,9,Boomer Wright,REP,,,
Lincoln,32 South Toledo,State House,9,Write-In,,,,
Lincoln,32 South Toledo,State House,9,Overvotes,,,,
Lincoln,32 South Toledo,State House,9,Undervotes,,,,
Lincoln,32 South Toledo,State House,10,David Gomberg,DEM,497,,
Lincoln,32 South Toledo,State House,10,Max Sherman,REP,579,,
Lincoln,32 South Toledo,State House,10,Write-In,,2,,
Lincoln,32 South Toledo,State House,10,Overvotes,,0,,
Lincoln,32 South Toledo,State House,10,Undervotes,,80,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
